,id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
96227,96228,188943,145550,6/7/2013 0:00,79,83,right,medium,medium,13,13,11,25,12,10,14,12,12,24,45,52,42,78,37,28,73,52,70,13,30,22,12,11,35,10,14,10,80,78,77,78,82
96228,96229,188943,145550,4/19/2013 0:00,79,83,right,medium,medium,13,13,11,25,12,10,14,12,12,24,45,52,42,76,37,28,73,52,70,13,30,22,12,11,35,10,14,10,80,78,77,78,83
96229,96230,188943,145550,2/15/2013 0:00,79,83,right,medium,medium,13,13,11,25,12,10,14,12,12,24,45,52,42,76,37,28,73,52,70,13,52,22,12,33,35,10,14,10,80,78,77,78,83
96230,96231,188943,145550,8/31/2012 0:00,76,81,right,medium,medium,13,13,11,25,12,10,14,12,12,24,56,55,42,74,37,28,73,56,68,13,52,22,12,33,35,10,14,10,78,74,76,74,78
96231,96232,188943,145550,2/22/2012 0:00,77,80,right,medium,medium,13,13,11,24,12,10,14,12,12,21,56,55,42,75,37,28,73,56,68,13,52,22,12,44,35,10,14,10,78,75,76,74,80
96232,96233,188943,145550,8/30/2011 0:00,75,79,right,medium,medium,13,13,11,24,12,10,14,12,12,21,56,55,42,75,37,28,73,56,68,13,52,22,12,44,35,10,14,10,76,73,73,71,78
96233,96234,188943,145550,2/22/2011 0:00,64,75,right,medium,medium,13,13,11,14,12,10,14,12,12,21,56,55,42,69,57,28,67,56,68,13,52,22,12,44,16,10,14,10,65,66,67,60,64
96234,96235,188943,145550,8/30/2010 0:00,62,75,right,medium,medium,8,8,11,14,7,5,9,7,12,21,56,55,42,69,57,28,65,56,68,8,52,22,12,44,16,5,4,10,63,64,65,59,62
96235,96236,188943,145550,8/30/2009 0:00,60,69,right,medium,medium,22,22,22,22,7,22,9,7,63,21,56,55,42,59,57,22,65,56,53,22,52,52,49,44,48,22,22,10,61,62,63,59,59
96236,96237,188943,145550,8/30/2008 0:00,52,67,right,medium,medium,22,22,22,22,7,22,9,7,49,21,56,55,42,59,57,22,65,56,53,22,52,52,49,44,48,22,22,10,51,52,49,52,53
96237,96238,188943,145550,2/22/2007 0:00,52,67,right,medium,medium,22,22,22,22,7,22,9,7,49,21,56,55,42,59,57,22,65,56,53,22,52,52,49,44,48,22,22,10,51,52,49,52,53
96449,96450,193041,51949,1/28/2016 0:00,82,82,right,medium,medium,11,15,11,30,11,16,11,15,37,19,61,52,69,80,60,21,83,41,65,13,32,20,16,54,25,12,14,14,83,78,70,79,85
96450,96451,193041,51949,11/12/2015 0:00,81,81,right,medium,medium,11,15,11,30,11,16,11,15,37,19,61,52,69,79,60,21,83,41,65,13,32,20,16,54,25,12,14,14,83,76,68,77,85
96451,96452,193041,51949,11/6/2015 0:00,80,80,right,medium,medium,11,15,11,30,11,16,11,15,37,19,61,52,69,78,60,21,83,41,65,13,32,20,16,54,25,12,14,14,83,76,68,76,84
96452,96453,193041,51949,10/30/2015 0:00,79,79,right,medium,medium,11,15,11,30,11,16,11,15,37,19,61,52,69,77,60,21,83,41,65,13,32,20,16,54,25,12,14,14,83,75,68,75,84
96453,96454,193041,51949,9/21/2015 0:00,79,80,right,medium,medium,11,15,11,30,11,16,11,15,37,19,61,52,69,77,60,21,83,41,65,13,32,20,16,54,25,12,14,14,83,75,68,75,84
96454,96455,193041,51949,12/19/2014 0:00,79,79,right,medium,medium,25,25,25,29,25,25,25,25,36,28,61,52,69,77,60,42,83,41,65,25,31,25,25,25,29,25,25,25,81,73,68,76,82
96455,96456,193041,51949,9/18/2014 0:00,79,82,right,medium,medium,25,25,25,29,25,25,25,25,36,28,61,52,69,77,60,42,83,41,65,25,31,25,25,25,29,25,25,25,81,73,68,76,82
96456,96457,193041,51949,5/16/2014 0:00,78,82,right,medium,medium,25,25,25,29,25,25,25,25,36,28,61,53,69,76,60,42,83,41,65,25,31,25,25,25,29,25,25,25,83,71,69,76,85
96457,96458,193041,51949,4/11/2014 0:00,78,80,right,medium,medium,25,25,25,29,25,25,25,25,36,28,61,53,69,76,60,42,83,41,65,25,31,25,25,25,29,25,25,25,83,70,69,76,85
96458,96459,193041,51949,2/14/2014 0:00,77,80,right,medium,medium,25,25,25,29,25,25,25,25,36,28,61,53,69,75,60,42,83,41,65,25,31,25,25,25,29,25,25,25,83,69,68,75,84
96459,96460,193041,51949,1/31/2014 0:00,76,79,right,medium,medium,25,25,25,29,25,25,25,25,40,28,61,53,69,75,60,42,83,41,65,25,31,25,25,25,29,25,25,25,82,68,68,74,83
96460,96461,193041,51949,12/6/2013 0:00,75,79,right,medium,medium,25,25,25,29,25,25,25,25,40,28,55,53,69,75,60,42,83,41,65,25,31,25,25,25,29,25,25,25,82,67,68,72,81
96461,96462,193041,51949,11/1/2013 0:00,75,79,right,medium,medium,25,25,25,29,25,25,25,25,40,28,55,53,69,75,60,42,83,41,65,25,31,25,25,34,29,25,25,25,82,67,68,72,81
96462,96463,193041,51949,9/20/2013 0:00,74,78,right,medium,medium,25,25,25,29,25,25,25,25,40,28,55,53,69,75,60,42,83,41,65,25,31,25,25,34,29,25,25,25,82,67,68,69,80
96463,96464,193041,51949,4/5/2013 0:00,71,78,right,medium,medium,10,14,10,29,10,15,10,14,40,28,53,59,70,72,60,42,82,49,66,12,31,19,15,34,29,11,13,13,81,64,60,64,78
96464,96465,193041,51949,3/22/2013 0:00,71,78,right,medium,medium,10,14,10,29,10,15,10,14,40,28,53,59,74,72,60,42,82,49,69,12,31,19,15,34,29,11,13,13,81,64,60,64,78
96465,96466,193041,51949,3/1/2013 0:00,71,78,right,medium,medium,10,14,10,29,10,15,10,14,40,28,53,59,74,72,60,42,82,49,69,12,31,19,15,34,29,11,13,13,81,63,65,64,78
96466,96467,193041,51949,2/15/2013 0:00,71,78,right,medium,medium,10,14,10,29,10,15,10,14,40,28,53,59,74,72,60,42,82,49,69,12,31,19,15,34,29,11,13,13,81,63,67,63,78
96467,96468,193041,51949,8/31/2012 0:00,70,75,right,medium,medium,14,14,10,35,10,11,13,14,33,25,52,54,66,65,55,42,76,49,66,12,39,19,15,32,33,11,13,13,81,61,58,64,78
96468,96469,193041,51949,8/30/2011 0:00,69,75,right,medium,medium,14,14,10,35,5,11,13,14,33,25,54,56,69,60,56,42,75,52,54,12,39,19,15,32,33,11,13,13,75,60,65,61,82
96469,96470,193041,51949,2/22/2011 0:00,69,78,right,medium,medium,14,14,28,43,3,11,13,14,41,37,52,51,69,60,44,42,75,52,54,12,39,19,15,32,33,11,13,13,73,60,65,61,82
96470,96471,193041,51949,8/30/2010 0:00,71,78,right,medium,medium,7,9,28,43,3,6,8,9,41,37,52,51,69,60,44,42,75,52,54,12,39,19,15,62,33,11,34,37,73,63,65,67,82
96471,96472,193041,51949,2/22/2007 0:00,71,78,right,medium,medium,7,9,28,43,3,6,8,9,41,37,52,51,69,60,44,42,75,52,54,12,39,19,15,62,33,11,34,37,73,63,65,67,82
96547,96548,7833,42592,5/24/2013 0:00,66,66,right,medium,medium,10,13,13,36,15,15,13,13,33,28,51,58,41,66,40,28,65,44,57,15,39,19,12,15,34,11,11,12,69,64,56,69,65
96548,96549,7833,42592,4/12/2013 0:00,67,67,right,medium,medium,10,13,13,36,15,15,13,13,33,28,51,58,41,66,40,28,65,44,61,15,39,19,12,15,34,11,11,12,70,65,56,70,66
96549,96550,7833,42592,8/31/2012 0:00,67,67,right,medium,medium,10,13,13,36,15,15,13,13,33,28,51,58,41,66,40,28,65,46,61,15,39,19,12,27,34,11,11,12,70,65,56,70,66
96550,96551,7833,42592,2/22/2012 0:00,67,67,right,medium,medium,10,13,13,36,15,15,13,13,33,28,51,58,41,66,40,28,65,46,61,15,39,19,12,27,34,11,11,12,70,65,56,70,66
96551,96552,7833,42592,8/30/2011 0:00,67,67,right,medium,medium,10,13,13,36,15,15,13,13,33,28,51,58,41,66,40,38,65,46,61,15,39,19,12,27,34,11,11,12,70,65,56,70,66
96552,96553,7833,42592,2/22/2011 0:00,67,73,right,medium,medium,10,13,13,36,15,15,13,13,33,28,51,58,41,71,57,38,65,51,64,15,55,20,12,33,51,11,11,12,70,65,56,70,66
96553,96554,7833,42592,8/30/2010 0:00,68,73,right,medium,medium,10,13,35,36,28,15,9,9,33,28,52,60,43,71,60,38,67,54,67,15,55,20,2,53,64,11,11,12,70,66,58,71,66
96554,96555,7833,42592,2/22/2010 0:00,67,73,right,medium,medium,22,22,35,36,28,22,9,9,58,28,52,60,43,55,60,38,67,54,67,22,55,68,43,53,68,22,22,12,70,66,58,71,66
96555,96556,7833,42592,8/30/2009 0:00,67,79,right,medium,medium,22,22,35,36,28,22,9,9,58,28,52,60,43,55,60,38,67,54,67,22,55,68,43,53,68,22,22,12,70,66,58,71,66
96556,96557,7833,42592,2/22/2009 0:00,70,79,right,medium,medium,22,22,35,36,28,25,9,9,58,28,52,63,43,55,60,38,67,54,78,22,55,68,13,53,68,22,22,12,73,66,58,74,70
96557,96558,7833,42592,8/30/2007 0:00,70,79,right,medium,medium,22,22,35,36,28,25,9,9,58,28,52,63,43,55,60,38,67,54,78,22,55,68,13,53,68,22,22,12,73,66,58,74,70
96558,96559,7833,42592,2/22/2007 0:00,76,79,right,medium,medium,21,13,35,36,28,25,9,68,58,28,52,63,43,55,60,38,67,74,78,15,55,68,13,53,68,22,22,12,80,66,58,74,70
96839,96840,172939,24064,9/21/2015 0:00,75,75,left,medium,medium,20,11,20,28,14,20,11,12,23,22,50,45,58,66,48,24,61,25,72,20,38,22,15,36,31,20,20,19,79,73,72,75,80
96840,96841,172939,24064,5/15/2015 0:00,75,75,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,25,72,25,37,21,25,25,40,25,25,25,78,72,71,74,79
96841,96842,172939,24064,1/9/2015 0:00,75,75,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,25,72,25,37,21,25,25,40,25,25,25,78,72,71,74,79
96842,96843,172939,24064,9/18/2014 0:00,74,74,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,25,72,25,37,21,25,25,40,25,25,25,77,73,74,70,79
96843,96844,172939,24064,5/16/2014 0:00,74,74,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,25,72,25,37,21,25,25,40,25,25,25,77,73,74,70,79
96844,96845,172939,24064,1/10/2014 0:00,74,74,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,50,72,25,37,21,25,36,40,25,25,25,77,73,74,70,79
96845,96846,172939,24064,11/1/2013 0:00,74,76,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,50,72,25,37,21,25,36,40,25,25,25,77,73,74,70,79
96846,96847,172939,24064,10/11/2013 0:00,74,76,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,50,72,25,37,21,25,36,40,25,25,25,78,73,74,70,79
96847,96848,172939,24064,9/20/2013 0:00,74,76,left,medium,medium,25,25,25,27,25,25,25,25,22,21,50,33,58,65,48,23,61,50,72,25,37,21,25,36,40,25,25,25,78,73,74,70,79
96848,96849,172939,24064,4/12/2013 0:00,74,76,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,48,23,61,50,72,19,37,21,14,36,40,19,19,18,78,73,74,70,79
96849,96850,172939,24064,3/22/2013 0:00,75,77,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,48,23,61,50,72,19,37,21,14,36,40,19,19,18,79,73,74,70,80
96850,96851,172939,24064,2/22/2013 0:00,75,77,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,48,23,61,50,72,19,37,21,14,36,40,19,19,18,79,73,74,70,80
96851,96852,172939,24064,2/15/2013 0:00,75,77,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,48,23,61,50,72,19,37,21,14,36,40,19,19,18,79,73,74,70,80
96852,96853,172939,24064,8/31/2012 0:00,75,80,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,48,23,61,50,72,19,37,21,14,36,10,19,19,18,79,73,74,70,80
96853,96854,172939,24064,2/22/2012 0:00,74,80,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,48,23,61,50,51,19,37,21,14,36,10,19,19,18,79,73,71,68,80
96854,96855,172939,24064,8/30/2011 0:00,74,80,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,48,23,61,50,51,19,37,21,14,36,10,19,19,18,79,73,71,68,80
96855,96856,172939,24064,2/22/2011 0:00,73,80,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,50,23,61,50,51,19,37,21,14,36,10,19,19,18,78,72,70,67,78
96856,96857,172939,24064,8/30/2010 0:00,73,80,left,medium,medium,19,10,19,27,13,19,10,11,22,21,50,33,58,65,50,23,61,50,51,19,37,21,14,54,10,19,19,18,78,72,70,67,78
96857,96858,172939,24064,8/30/2009 0:00,70,75,left,medium,medium,23,23,23,27,13,23,10,11,63,21,50,33,58,65,50,23,61,50,49,23,37,13,45,54,46,23,23,18,71,69,63,69,73
96858,96859,172939,24064,2/22/2009 0:00,67,72,left,medium,medium,23,23,23,23,13,23,10,11,60,23,50,33,58,65,50,23,61,50,49,23,37,13,45,54,46,23,23,18,68,67,60,64,72
96859,96860,172939,24064,8/30/2008 0:00,61,63,left,medium,medium,23,23,23,23,13,23,10,11,60,23,50,33,58,65,50,23,61,50,49,23,37,13,45,54,46,23,23,18,63,63,60,60,61
96860,96861,172939,24064,8/30/2007 0:00,61,62,left,medium,medium,23,23,23,23,13,23,10,11,51,23,50,33,58,65,50,23,61,50,49,23,37,13,45,54,46,23,23,18,63,60,51,60,64
96861,96862,172939,24064,2/22/2007 0:00,61,62,right,medium,medium,18,7,19,17,13,3,10,46,60,16,50,42,58,60,50,12,61,52,49,19,37,13,45,54,46,6,14,18,65,63,60,59,59
97280,97281,192984,170322,4/14/2016 0:00,74,79,left,medium,medium,15,15,14,33,13,14,20,13,33,23,44,46,50,75,43,21,57,44,70,18,33,16,15,38,20,12,19,17,77,69,71,72,76
97281,97282,192984,170322,12/10/2015 0:00,73,78,left,medium,medium,15,15,14,33,13,14,20,13,33,23,44,46,50,74,43,21,57,44,70,18,33,16,15,38,20,12,19,17,76,68,71,70,76
97282,97283,192984,170322,9/21/2015 0:00,73,78,left,medium,medium,15,15,14,33,13,14,20,13,33,23,44,46,50,74,43,21,57,44,70,18,33,16,15,38,20,12,19,17,76,68,71,70,76
97283,97284,192984,170322,7/3/2015 0:00,70,78,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,57,44,70,25,32,25,25,25,27,25,25,25,75,67,70,69,69
97284,97285,192984,170322,5/8/2015 0:00,70,78,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,57,44,70,25,32,25,25,25,27,25,25,25,75,67,70,69,69
97285,97286,192984,170322,1/23/2015 0:00,70,78,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,57,44,70,25,32,25,25,25,27,25,25,25,75,67,71,69,69
97286,97287,192984,170322,12/12/2014 0:00,70,80,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,57,44,70,25,32,25,25,25,27,25,25,25,75,67,71,69,69
97287,97288,192984,170322,11/28/2014 0:00,70,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,57,44,70,25,32,25,25,25,27,25,25,25,75,67,71,69,69
97288,97289,192984,170322,9/18/2014 0:00,71,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,57,44,70,25,32,25,25,25,27,25,25,25,76,67,71,69,69
97289,97290,192984,170322,1/31/2014 0:00,71,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,59,44,70,25,32,25,25,25,27,25,25,25,76,67,71,69,69
97290,97291,192984,170322,12/27/2013 0:00,71,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,59,44,70,25,32,25,25,25,27,25,25,25,76,67,71,69,69
97291,97292,192984,170322,11/22/2013 0:00,71,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,59,44,70,25,32,25,25,25,27,25,25,25,76,67,71,69,69
97292,97293,192984,170322,10/25/2013 0:00,71,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,59,44,70,25,32,25,25,25,27,25,25,25,76,67,71,69,69
97293,97294,192984,170322,10/18/2013 0:00,71,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,59,44,70,25,32,25,25,25,27,25,25,25,76,67,71,69,69
97294,97295,192984,170322,9/20/2013 0:00,70,81,left,medium,medium,25,25,25,32,25,25,25,25,32,23,44,46,50,72,43,35,59,44,70,25,32,25,25,25,27,25,25,25,76,67,70,69,68
97295,97296,192984,170322,4/19/2013 0:00,66,81,left,medium,medium,14,14,13,32,12,13,19,12,32,23,44,46,50,66,43,35,59,54,70,17,32,15,14,12,27,11,18,16,69,65,64,60,68
97296,97297,192984,170322,2/15/2013 0:00,66,81,left,medium,medium,14,14,13,32,12,13,19,12,32,23,40,46,39,66,43,35,44,48,70,17,57,21,12,31,27,11,18,16,69,65,64,60,68
97297,97298,192984,170322,8/31/2012 0:00,64,81,right,medium,medium,14,14,13,32,12,13,19,12,32,23,34,46,39,63,43,35,44,48,66,17,57,21,12,31,27,11,18,16,68,62,58,59,67
97298,97299,192984,170322,2/22/2012 0:00,64,81,right,medium,medium,14,14,13,32,12,13,19,12,32,23,24,32,39,63,43,35,58,48,66,17,57,21,12,42,27,11,18,16,68,62,58,59,67
97299,97300,192984,170322,8/30/2011 0:00,63,81,right,medium,medium,14,14,13,32,12,13,19,12,32,23,24,32,39,63,43,35,58,48,66,17,57,21,12,42,27,11,18,16,68,61,58,59,66
97300,97301,192984,170322,2/22/2011 0:00,56,63,right,medium,medium,13,11,12,15,13,16,18,12,16,27,24,32,39,43,46,49,58,48,66,14,57,21,11,42,27,14,12,11,59,57,54,55,57
97301,97302,192984,170322,8/30/2010 0:00,56,63,right,medium,medium,13,11,29,15,27,16,18,12,16,27,24,32,39,43,46,49,58,48,66,9,57,21,11,42,27,14,12,11,59,57,54,55,57
97302,97303,192984,170322,2/22/2010 0:00,54,63,right,medium,medium,23,23,29,23,27,23,18,12,50,27,24,32,39,43,46,49,58,48,66,23,57,47,58,42,53,23,23,11,57,55,50,52,54
97303,97304,192984,170322,8/30/2009 0:00,54,63,right,medium,medium,23,23,29,23,27,23,18,12,50,27,24,32,39,43,46,49,58,48,66,23,57,47,58,42,53,23,23,11,57,55,50,52,54
97304,97305,192984,170322,2/22/2007 0:00,54,63,right,medium,medium,23,23,29,23,27,23,18,12,50,27,24,32,39,43,46,49,58,48,66,23,57,47,58,42,53,23,23,11,57,55,50,52,54
97348,97349,209293,346114,6/16/2016 0:00,67,68,right,medium,medium,20,12,13,30,15,11,15,12,27,18,35,33,47,59,39,44,59,28,73,16,25,16,11,37,22,12,14,20,71,62,65,65,76
97349,97350,209293,346114,4/28/2016 0:00,67,69,right,medium,medium,20,12,13,30,15,11,15,12,27,18,35,33,47,59,39,44,59,28,73,16,25,16,11,37,22,12,14,20,71,62,65,65,76
97350,97351,209293,346114,9/21/2015 0:00,67,69,right,medium,medium,20,12,13,30,15,11,15,12,27,18,35,33,47,59,39,44,59,28,73,16,25,16,11,37,22,12,14,20,71,62,65,65,76
97351,97352,209293,346114,11/7/2014 0:00,64,66,right,medium,medium,25,25,25,29,25,25,25,25,26,25,35,22,32,58,39,43,47,23,73,25,24,25,25,25,21,25,25,25,65,62,64,64,68
97352,97353,209293,346114,10/24/2014 0:00,64,66,right,medium,medium,25,25,25,29,25,25,25,25,26,25,35,22,32,58,39,43,47,23,73,25,24,25,25,25,21,25,25,25,65,62,64,64,68
97353,97354,209293,346114,10/10/2014 0:00,64,67,right,medium,medium,25,25,25,29,25,25,25,25,26,25,35,22,32,53,39,43,47,23,73,25,24,25,25,25,21,25,25,25,65,62,64,64,68
97354,97355,209293,346114,9/18/2014 0:00,64,66,right,medium,medium,25,25,25,29,25,25,25,25,26,25,35,22,32,53,39,43,47,23,73,25,24,25,25,25,21,25,25,25,65,62,64,64,68
97355,97356,209293,346114,2/15/2013 0:00,64,66,right,medium,medium,25,25,25,29,25,25,25,25,26,25,35,22,32,53,39,43,47,23,73,25,24,25,25,25,21,25,25,25,65,62,64,64,68
97356,97357,209293,346114,8/31/2012 0:00,56,65,right,medium,medium,25,25,25,29,25,25,25,25,26,25,35,22,32,53,39,43,47,23,73,25,24,25,25,25,21,25,25,25,57,54,56,57,57
97357,97358,209293,346114,2/22/2007 0:00,56,65,right,medium,medium,25,25,25,29,25,25,25,25,26,25,35,22,32,53,39,43,47,23,73,25,24,25,25,25,21,25,25,25,57,54,56,57,57
97482,97483,201169,206641,9/21/2015 0:00,58,63,left,medium,medium,12,13,14,23,14,15,14,14,23,18,39,46,57,45,46,24,63,35,75,12,41,13,15,18,23,15,15,14,58,66,62,52,62
97483,97484,201169,206641,2/22/2012 0:00,58,63,left,medium,medium,12,13,14,23,14,15,14,14,23,18,39,46,57,45,46,24,63,35,75,12,41,13,15,18,23,15,15,14,58,66,62,52,62
97719,97720,137763,30900,1/14/2016 0:00,73,73,right,medium,medium,12,18,18,12,18,15,14,19,11,24,32,34,36,74,41,13,64,32,72,16,43,27,12,28,12,13,12,11,75,70,64,69,78
97720,97721,137763,30900,11/12/2015 0:00,76,76,right,medium,medium,12,18,18,12,18,15,14,19,11,24,32,34,36,77,41,13,64,32,72,16,43,27,12,28,12,13,12,11,78,73,67,72,81
97721,97722,137763,30900,9/21/2015 0:00,76,76,right,medium,medium,12,18,18,12,18,15,14,19,11,24,32,34,36,77,41,13,64,32,72,16,43,27,12,19,12,13,12,11,78,73,67,72,81
97722,97723,137763,30900,1/23/2015 0:00,74,74,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,34,36,76,41,25,64,32,72,25,42,26,25,25,25,25,25,25,74,75,66,71,76
97723,97724,137763,30900,1/9/2015 0:00,75,75,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,34,36,76,41,25,64,32,72,25,42,26,25,25,25,25,25,25,75,79,61,72,77
97724,97725,137763,30900,9/18/2014 0:00,77,77,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,34,36,78,41,25,64,32,72,25,42,26,25,25,25,25,25,25,77,81,62,73,79
97725,97726,137763,30900,4/11/2014 0:00,78,78,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,59,63,78,41,25,75,45,72,25,42,26,25,31,25,25,25,25,79,81,62,73,82
97726,97727,137763,30900,2/14/2014 0:00,79,79,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,59,63,78,41,25,75,45,72,25,42,26,25,31,25,25,25,25,79,84,62,73,82
97727,97728,137763,30900,2/7/2014 0:00,80,80,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,59,63,79,41,25,75,45,72,25,42,26,25,31,25,25,25,25,80,85,63,74,83
97728,97729,137763,30900,1/17/2014 0:00,80,80,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,59,63,79,41,25,75,45,72,25,42,26,25,31,25,25,25,25,80,85,63,74,83
97729,97730,137763,30900,11/8/2013 0:00,80,80,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,59,63,79,41,25,75,45,72,25,42,26,25,31,25,25,25,25,80,85,63,74,83
97730,97731,137763,30900,10/4/2013 0:00,78,78,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,59,63,75,41,25,75,45,72,25,42,26,25,31,25,25,25,25,77,83,61,73,82
97731,97732,137763,30900,9/20/2013 0:00,76,76,right,medium,medium,25,25,25,25,25,25,25,25,25,23,32,59,63,73,41,25,75,45,72,25,42,20,25,31,25,25,25,25,77,79,57,69,81
97732,97733,137763,30900,2/15/2013 0:00,76,76,right,medium,medium,11,17,17,11,17,14,13,18,10,23,62,59,63,73,41,12,75,45,72,15,42,20,11,31,11,12,11,10,78,79,57,69,80
97733,97734,137763,30900,8/31/2012 0:00,73,73,right,medium,medium,11,17,17,11,17,14,13,18,10,23,67,59,63,73,41,12,75,45,72,15,42,20,11,31,11,12,11,10,77,79,55,67,73
97734,97735,137763,30900,2/22/2012 0:00,68,68,right,medium,medium,11,17,17,11,17,14,13,18,10,23,67,68,63,74,41,12,75,45,72,15,42,20,11,31,11,12,11,10,70,66,58,64,71
97735,97736,137763,30900,8/30/2011 0:00,68,68,right,medium,medium,11,17,17,11,17,14,13,18,10,23,67,68,70,74,41,12,75,45,55,15,42,20,11,31,11,12,11,10,70,66,58,64,71
97736,97737,137763,30900,2/22/2011 0:00,68,72,right,medium,medium,11,17,17,11,17,14,13,18,10,23,67,68,70,74,69,12,75,55,65,15,42,20,11,31,11,12,11,10,67,67,66,67,70
97737,97738,137763,30900,8/30/2010 0:00,68,72,right,medium,medium,11,17,39,11,17,28,29,18,10,23,67,68,70,74,69,12,75,55,65,15,42,20,11,59,11,12,11,10,67,67,66,67,70
97738,97739,137763,30900,2/22/2010 0:00,68,72,right,medium,medium,22,22,39,22,17,28,29,18,66,23,67,68,70,74,69,22,75,55,65,29,42,71,73,59,72,22,22,10,67,67,66,67,70
97739,97740,137763,30900,8/30/2009 0:00,68,72,right,medium,medium,22,22,22,22,17,22,29,8,65,23,67,68,70,74,69,22,75,55,65,22,42,71,73,59,72,22,22,10,66,67,65,67,70
97740,97741,137763,30900,8/30/2008 0:00,68,72,right,medium,medium,22,22,22,22,17,22,29,8,65,23,67,68,70,74,69,22,75,55,65,22,42,71,73,59,72,22,22,10,66,67,65,67,70
97741,97742,137763,30900,8/30/2007 0:00,68,72,right,medium,medium,22,22,22,22,17,22,29,8,65,23,67,68,70,74,69,22,75,55,65,22,42,71,73,59,72,22,22,10,66,67,65,67,70
97742,97743,137763,30900,2/22/2007 0:00,68,75,right,medium,medium,11,7,9,11,17,8,29,72,61,23,51,51,70,49,69,12,75,60,70,9,42,71,73,59,72,12,11,10,69,64,61,68,68
97756,97757,199568,156546,10/16/2015 0:00,69,74,left,medium,medium,11,18,11,34,15,15,15,12,37,33,44,44,50,67,50,43,75,30,32,18,27,11,8,47,30,13,11,11,77,60,72,62,76
97757,97758,199568,156546,10/9/2015 0:00,69,75,left,medium,medium,11,18,11,34,15,15,15,12,37,33,44,44,50,67,50,43,75,30,32,18,27,11,8,47,30,13,11,11,77,60,72,62,76
97758,97759,199568,156546,9/21/2015 0:00,69,76,left,medium,medium,11,18,11,34,15,15,15,12,37,33,44,44,50,67,50,43,75,30,32,18,27,11,8,47,30,13,11,11,77,60,72,62,76
97759,97760,199568,156546,7/3/2015 0:00,66,73,left,medium,medium,25,25,25,33,25,25,25,25,36,32,51,50,65,63,60,42,83,40,32,25,37,25,25,25,29,25,25,25,72,58,68,61,75
97760,97761,199568,156546,2/6/2015 0:00,66,73,left,medium,medium,25,25,25,33,25,25,25,25,36,32,51,50,65,63,60,42,83,40,32,25,37,25,25,25,29,25,25,25,72,58,68,61,75
97761,97762,199568,156546,9/18/2014 0:00,66,73,left,medium,medium,25,25,25,33,25,25,25,25,36,32,51,50,65,63,60,42,81,40,32,25,37,25,25,25,29,25,25,25,72,58,68,61,75
